,Autor(es),Título,GT,Evento,Ano,Link do Arquivo
1522,,“EDUCAÇÃO COMO PRÁTICA DA LIBERDADE”: O SIGNIFICADO DA EDUCAÇÃO SUPERIOR PARA OS POVOS INDÍGENAS EM PERNAMBUCO?,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_15.
1523,,Educação como prática de liberdade para/pelas mulheres: o movimento #EleNão,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_15.
1524,,EDUCAÇÃO DA MULHER BORORO - CAMINHOS FORMATIVOS NA EDUCAÇÃO ESCOLAR INDÍGENA EM MATO GROSSO,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_15.
1525,,EDUCAÇÃO DAS RELAÇÕES ÉTNICO-RACIAIS E REPERTÓRIOS CULTURAIS DA INFÂNCIA QUILOMBOLA,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_15.
1526,,"EDUCAÇÃO DAS RELAÇÕES ÉTNICO-RACIAIS NA EDUCAÇÃO INFANTIL: MOTIVAÇÕES, POSSIBILIDADES E DESAFIOS",GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_15.
1527,,Educação de Jovens e Adultos privados de liberdade: levantamento bibliográfico e aproximação com o campo curricular,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_14.
1528,,Educação de Jovens e Adultos: Reflexões sobre a evasão escolar,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_14.
1529,,EDUCAÇÃO DO CAMPO E A MATERIALIDADE DE UMA EDUCAÇÃO TRANSFORMADORA NA ESCOLA FAMILIA AGRICOLA DO BICO DO PAPAGAIO PADRE JOSIMO - EFABIP.,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_14.
1530,,Educação do campo e o pluriverso campesino: questões dos deserdados pelo Matopiba,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_14.
1531,,EDUCAÇÃO E CINEMA: POR UMA PEDAGOGIA CORSÁRIA,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40_14.
1532,,"Educacao e Cuidado de Criancas Pequenas em Mundos de Morte: Infancias, Infanticidios e Necroinfancias",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41_14.
1533,,EDUCAÇÃO E DESIGUALDADES SOCIAIS NAS ESCOLAS PÚBLICAS DO CAMPO EM TEMPOS DE PANDEMIA DA COVID-19,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42_14.
1534,,EDUCAÇÃO E DIRETRIZES DA POLÍTICA SOCIOECONÔMICA EM CUBA,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43_14.
1535,,Educação e ensino híbrido durante e após a pandemia Covid-19,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44_14.
1536,,EDUCAÇÃO E ENVELHECIMENTO NOS ANAIS DA ANPED,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45_14.
1537,,EDUCAÇÃO EM DIREITOS HUMANOS: UMA NOVA ABORDAGEM,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46_14.
1538,,EDUCAÇÃO EM TEMPOS DE PANDEMIA: UMA ANÁLISE DOS MOVIMENTOS “MÃES & PAIS PELA DEMOCRACIA” E “LUGAR DE CRIANÇA É NA ESCOLA”,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47_14.
1539,,EDUCAÇÃO ESCOLAR PARA AS CRIANÇAS INDÍGENAS NA RESERVA INDÍGENA DE DOURADOS/MT NA PRIMEIRA METADE DO SÉCULO XX,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48_22.
1540,,EDUCAÇÃO ESCOLAR QUILOMBOLA: CAMINHOS DA PRODUÇÃO ACADÊMICA NO CAMPO DA EDUCAÇÃO,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49_14.
1541,,COLABORAÇÃO E DESENVOLVIMENTO PROFISSIONAL DE PROFESSORES DE MATEMÁTICA: ENTENDIMENTOS PRESENTES EM PESQUISAS DEFENDIDAS ENTRE 2013 E 2020,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_16.
1542,,COL@B FORMACIONAL COM AS CULTURAS DIGITAIS,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_17.
1543,,COMBINADOS ENTRE OS SEM JEITO: SOBRE SORRISOS AMARELOS E INCÔMODOS MÚTUOS EM PESQUISAS NO ESPAÇO ESCOLAR.,GT14 - Sociologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_16.
1544,,COMO SE APRESENTAM AS PESQUISAS SOBRE O SOFRIMENTO PSÍQUICO DOCENTE E DISCENTE? UMA BUSCA PELO APORTE DA PSICOLOGIA HISTÓRICO CULTURAL,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_16.
1545,,COMO ESTÁ O ANDAMENTO DAS OBRAS DO GOVERNO FEDERAL? UMA ANÁLISE DOS PROGRAMAS PAR E PROINFÂNCIA,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_16.
1546,,COMO SE FORJAM AS ECOLOGIAS DOS INFERNOS? Ou do devir-lobo nas radicalidades demo(A)cráticas das educações ambientais,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_16.
1547,,Comunidade Virtual de Prática como aliada na formação on-line de mediadores em tempos de pandemia,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_16.
1548,,CONCEPÇÃO DO PROFESSOR FRENTE A INCLUSAO DO ALUNO COM DEFICIÊNCIA,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_16.
1549,,CONCEPÇÕES DE CURRÍCULO PARA EDUCAÇÃO INFANTIL: documentos orientadores da Rede Municipal de Ensino de Florianópolis (SC): 1996 a 2020,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_28.
1550,,CONCEPÇÕES TRANSNACIONAIS PARA A EDUCAÇÃO E PARA A SOCIOLOGIA LATINO-AMERICANA: O SOCIÓLOGO COSTA PINTO E O CLAPCS (Década de 1960 ),GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_28.
1551,,CONDIÇÕES DE ACESSO E PARTICIPAÇÃO DE ALUNOS COM DEFICIÊNCIA NO CONTEXTO DO ENSINO REMOTO EMERGENCIAL,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_16.
1552,,CONDIÇÕES DE OFERTA DA INFRAESTRUTURA ESCOLAR SOB A PERSPECTIVA DA ACESSIBILIDADE ARQUITETÔNICA: OBSERVAÇÃO EM ESCOLAS MUNICIPAIS DE PINHAIS,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_16.
1553,,"CONFERÊNCIA INTERESTADUAL DO ENSINO PRIMÁRIO (RIO DE JANEIRO, 1921): CENTENÁRIO DE UM PROJETO PARA MODERNIDADE EDUCACIONAL E IDENTIDADE DA NAÇÃO BRASILEIRA",GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_28.
1554,,Conhecimento escolar e interesse epistemológico,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_16.
1555,,CONHECIMENTOS E ESTRATÉGIAS DIDÁTICAS PARA ALFABETIZAÇÃO NO ENSINO REMOTO: UMA ANÁLISE A PARTIR DOS GRUPOS FOCAIS DA PESQUISA ALFABETIZAÇÃO EM REDE,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_16.
1556,,CONSTRUÇÕES DE EXPERIÊNCIAS NO ESTÁGIO SUPERVISIONADO: AS MEMÓRIAS COMO MOBILIZADORAS DE FAZERES NA FORMAÇÃO DE PROFESSORES,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_16.
1557,,CONSTRUÇÕES E DESCONSTRUÇÕES NAS PRÁTICAS CURRICULARES DE CUIABÁ-MT A PARTIR DAS POLÍTICAS ANTIRRACISTAS ESTATAIS,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_16.
1558,,CONTRIBUIÇÕES DO PIBID AOS SUJEITOS EGRESSOS: A PRODUÇÃO DO CONHECIMENTO NO BRASIL,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_16.
1559,,Contribuições do processo de internacionalização da educação superior ao desenvolvimento de competências interculturais nos alunos. Perspectiva de instituições de ensino superior brasileiras.,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_16.
1560,,CONTROLE SOCIAL SOBRE RECURSOS FINANCEIROS DESCENTRALIZADOS COMO DIREITO PÚBLICO SUBJETIVO POR QUÊ? PARA QUE?,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_16.
1561,,"CONVERSAS COM ROUSSEAU, FROEBEL, MONTESSORI E FREINET SOBRE INFÂNCIAS, BIOFILIA E DESEMPAREDAMENTO",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_16.
1562,,CORPO INDISCIPLINADO E O DIREITO DE APARECER: PISTAS PARA RECOLOCAR O PROBLEMA DA INDISCIPLINA NA ESCOLA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_16.
1563,,"Corpo, linguagem e partilha do sensível: estudos sobre o Teatro-imagem na formação estética e política de professores",GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_16.
1564,,CORPOREIDADE E O COTIDIANO ESCOLAR: OS GIRASSÓIS E AS POSSÍVEIS INTERVENÇÕES NO ATO DE CUIDAR,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_15.
1565,,"CORPOREIDADES, ESCREVIVÊNCIAS E MÚLTIPLAS EXISTÊNCIAS: ENUNCIAÇÕES E NARRATIVAS DE ADOLESCENTES EM PRIVAÇÃO E RESTRIÇÃO DE LIBERDADE",GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_14.
1566,,Corporeidades generificadas e Educação Física escolar: afetos para uma infância múltipla,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_14.
1567,,"CORPO-TERRITÓRIO E CURRÍCULO, NAS PESQUISAS EM EDUCAÇÃO. A CONSTRUÇÃO DE UM INVENTÁRIO",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_14.
1568,,Cortes e multitarefa na formação docente: um olhar crítico para a estética cinematográfica convencional.,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_14.
1569,,COSTURANDO NARRATIVAS: A EXPERIÊNCIA DAS OFICINAS-POÉTICAS COM MULHERES NA EDUCAÇÃO DE JOVENS E ADULTOS-EJA,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_14.
1570,,Cotidianos e aprendizagem de sentidos: uma reflexão fenomenológica a partir de narrativas audiovisuais,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_14.
1571,,"CRECHES CASULO, LBA- JORNAL DO COMERCIO: MANAUS, 1970 E 1980",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_14.
1572,,CRÉDITO EDUCATIVO E FINANCEIRIZAÇÃO DA EDUCAÇÃO SUPERIOR: O FUNDO DE FINANCIAMENTO ESTUDANTIL (FIES),GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_24.
1573,,CRENÇAS SOBRE OS POVOS INDÍGENAS DE ALUNOS DO 5º ANO: UM ESTUDO DE CASO,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_14.
1574,,Crítica genealógica à modernidade kantiana: Aufklärung parresiástica como base do governo democrático de si mesmo,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_14.
1575,,CULTURA DIGITAL E PRÁTICA DOCENTE: RUPTURAS E CONTINUIDADES NO CONTEXTO DO ENSINO SUPERIOR PÓS COVID19,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_14.
1576,,CURRÍCULO BAHIA E GOVERNAMENTALIDADE: O TOM PERFORMÁTICO DE UMA POLÍTICA,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_13.
1577,,"Currículo, Cultura e a Escola do Campo","GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_13.
1578,,Currículo da Educação Infantil e Base Nacional Comum Curricular: um estudo de caso do município de Nova Iguaçu/RJ,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_13.
1579,,CURRÍCULO INTEGRADO NO CURSO TÉCNICO EM ADMINISTRAÇÃO – PROEJA DO IFMA,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_13.
1580,,Currículos interculturais: possibilidades e desafios para a educação brasileira na atualidade,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40_13.
1581,,Currículos-performance: Práticas de desejos no Tinder,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41_13.
1582,,CURRÍCULO TOALHA NA CABEÇA: POLÍTICA AMIZADE COMO ÊTHOS AFEMINADO NA ESCOLA,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42_13.
1583,,CURSOS SUPERIORES DE TECNOLOGIA NO BRASIL: a materialidade da formação enxuta e flexível de nível superior,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43_24.
1584,,DA ESCRITA À VÍDEO-CARTA: EXERCÍCIOS DE UMA PEDAGOGIA ENGAJADA DE MÃOS DADAS COM A EDUCAÇÃO COMO PRÁTICA DA LIBERDADE,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44_13.
1585,,Da forja da mão à invenção do olhar: um relato de pesquisa,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45_13.
1586,,"Dar, receber e retribuir: Processos formativos e Dádiva na comunidade de Software Livre e Código Aberto",GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46_13.
1587,,DECOLONIALIDADE COMO REFERÊNCIA EPISTEMOLÓGICA AO DEBATE EM CURRÍCULO NA LICENCIATURA EM EDUCAÇÃO DO CAMPO,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47_13.
1588,,DEFINIÇÃO DE POLÍTICA DE AVALIAÇÃO EM PERIÓDICOS ACADÊMICOS BRASILEIROS: UMA REVISÃO BIBLIOGRÁFICA DO PERÍODO DE 1997 A 2020,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48_13.
1589,,DE INSTITUTO DE EDUCAÇÃO DO ESTADO DA GUANABARA À FACULDADE DE EDUCAÇÃO LOURENÇO FILHO: UM PROJETO DERROTADO,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49_20.
1590,,AS SEXUALIDADES COMO MANIFESTAÇÃO DA VERDADE: IMPLICAÇÕES METODOLÓGICAS E POLÍTICAS NA EDUCAÇÃO,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_15.
1591,,ASSISTÊNCIA ESTUDANTIL: DIREITO À PERMANENCIA DEMOCRÁTICA NAS UNIVERSIDADES FEDERAIS?,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_29.
1592,,AS TEMPORALIDADES DA INFÂNCIA QUE HABITAM O TERRITÓRIO CURRÍCULOESCOLA DA EDUCAÇÃO INFANTIL E OS DIZERES INFANTIS QUE INVENCIONAM CURRÍCULOS-OUTROS,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_15.
1593,,"AS TRILHAS PERCORRIDAS POR DOCENTES DA EDUCAÇÃO INFANTIL NA PANDEMIA: ENTRE MEIOS, PRODUÇÕES E MEDIAÇÕES",GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_15.
1594,,"A TEORIA POR UM FIO: UM ENCONTRO DE CABEÇAS, SABERES E EPISTEMES",GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_15.
1595,,Atividade Orientadora de Formação em um processo formativo com professores que ensinam matemática,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_15.
1596,,ATIVIDADES PEDAGÓGICAS NÃO PRESENCIAIS NA EDUCAÇÃO INFANTIL DURANTE O PERÍODO DE PANDEMIA DA COVID-19 EM MUNICÍPIOS DE PERNAMBUCO,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_15.
1597,,"ATIVIDADE VITAL, SOFRIMENTO E ADOECIMENTO PSICOLÓGICO: A EDUCAÇÃO COMO INTEGRAÇÃO E DESINTEGRAÇÃO DA ATIVIDADE CONSCIENTE",GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_15.
1598,,A TOMADA DE CONSCIÊNCIA NA PESQUISA ETNOGRÁFICA COM BEBÊS,GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_15.
1599,,ATOS DE CURRÍCULO NA INFÂNCIA COM AS TECNOLOGIAS DIGITAIS,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_15.
1600,,A TRAJETÓRIA DA IMPLEMENTAÇÃO DAS DIRETRIZES CURRICULARES NACIONAIS PARA A FORMAÇÃO DE PROFESSORES EM UM CURSO DE LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_15.
1601,,A TRAJETÓRIA ESCOLAR DE UMA ALUNA COM DIAGNÓSTICO DE TRANSTORNO DO DÉFICIT DE ATENÇÃO: REFLEXÕES A PARTIR DA PERSPECTIVA HISTÓRICO-CULTURAL,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_15.
1602,,Atuação da Psicologia na Educação: a interfuncionalidade das funções psicológicas superiores e o desenvolvimento de grupo de apoio psicoeducacional,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_15.
1603,,"ÁUDIOCARTAS, NARRATIVAS DE AFETOS: PODCAST ACERCA DOS ‘FAZERESSABERES’ COM OS COTIDIANOS EM NOSSAS REDES EDUCATIVAS",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_15.
1604,,AUDIOLIVRO: TECNOLOGIA ASSISTIVA INSURGENTE PARA CRIANÇAS E ADOLESCENTES CEGOS(AS) NA AMAZÔNIA PARAENSE.,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_15.
1605,,AULA INVERTIDA COM USO DAS TECNOLOGIAS DIGITAIS DE INFORMAÇÃO E COMUNICAÇÃO EM TEMPOS DE PANDEMIA,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_15.
1606,,A UNIVERSIDADE PÚBLICA E A ASSISTÊNCIA ESTUDANTIL: O RISCO DE COLAPSO POR INSUFICIÊNCIA ORÇAMENTÁRIA DO ESTADO BRASILEIRO,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_28.
1607,,AUTOBIOGRAFIA E A TEORIZAÇÃO CURRICULAR: UM CONTINGENTE CRIATIVO E NECESSÁRIO EM EDUCAÇÃO,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_15.
1608,,AUTONOMIA E RESISTÊNCIA NO TRABALHO DOCENTE DA EDUCAÇÃO BÁSICA,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_15.
1609,,AVALIAÇÃO DE APRENDIZAGEM EM TEMPO DE COVID19: UM ESTUDO SOBRE OS SENTIDOS PRODUZIDOS PELAS DOCENTES DO ENSINO FUNDAMENTAL II,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_15.
1610,,"AVALIAÇÃO DE CONTEXTO DAS PRÁTICAS EDUCATIVAS DE ORALIDADE, LEITURA E ESCRITA: MATERIAIS E ORGANIZAÇÃO DO AMBIENTE",GT07 - Educação de Crianças de 0 a 6 anos,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_15.
1611,,AVALIAÇÃO EM DOCUMENTOS NORTEADORES DO ENSINO DE HISTÓRIA NO BRASIL,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_15.
1612,,AVALIAÇÃO EM LARGA ESCALA NO BRASIL: CONCEITOS ABRANGENTES,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_15.
1613,,AVALIAÇÃO INICIAL DO DESEMPENHO ESCOLAR DE ESTUDANTES COM E SEM DEFICIÊNCIA DO ENSINO FUNDAMENTAL PÚBLICO,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_15.
1614,,AVALIAÇÃO NA PRECEPTORIA EM MEDICINA,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_14.
1615,,"AVALIAÇÕES AMPLAS: GERENCIALISMO, RESPONSABILIZAÇÃO E A QUALIDADE DE VIDA DO DOCENTE",GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_13.
1616,,"A VELHICE, UM CORPO E O MUNDO: O SUJEITO EM FORMAÇÃO",GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_13.
1617,,A VIAGEM DA FORMAÇÃO: GAMBIARRAS CURRICULARES NA PÓS-GRADUAÇÃO,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_13.
